"BatchNumber","PositionInBatch","FileName","Reason","SourceLengthBytes","SourceAttributes","DestinationLengthBytes","Emotion","SpeakerId","SplitSet","BoxSourcePath","ExpectedDestinationPath"
"40","313","MSP-PODCAST_2347_0153.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","D","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0153.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0153.wav"
"40","314","MSP-PODCAST_2347_0155.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0155.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0155.wav"
"40","315","MSP-PODCAST_2347_0175.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0175.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0175.wav"
"40","316","MSP-PODCAST_2347_0179.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0179.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0179.wav"
"40","317","MSP-PODCAST_2347_0184.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0184.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0184.wav"
"40","318","MSP-PODCAST_2347_0195.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0195.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0195.wav"
"40","319","MSP-PODCAST_2347_0197.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0197.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0197.wav"
"40","320","MSP-PODCAST_2347_0208.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0208.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0208.wav"
"40","321","MSP-PODCAST_2347_0213.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0213.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0213.wav"
"40","322","MSP-PODCAST_2347_0217.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0217.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0217.wav"
"40","323","MSP-PODCAST_2347_0223.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0223.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0223.wav"
"40","324","MSP-PODCAST_2347_0233.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0233.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0233.wav"
"40","325","MSP-PODCAST_2347_0237.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0237.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0237.wav"
"40","326","MSP-PODCAST_2347_0242.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0242.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0242.wav"
"40","327","MSP-PODCAST_2347_0249.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0249.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0249.wav"
"40","328","MSP-PODCAST_2347_0259.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0259.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0259.wav"
"40","329","MSP-PODCAST_2347_0260.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0260.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0260.wav"
"40","330","MSP-PODCAST_2347_0261.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0261.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0261.wav"
"40","331","MSP-PODCAST_2347_0267.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0267.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0267.wav"
"40","332","MSP-PODCAST_2347_0268.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0268.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0268.wav"
"40","333","MSP-PODCAST_2347_0289.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0289.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0289.wav"
"40","334","MSP-PODCAST_2347_0298.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0298.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0298.wav"
"40","335","MSP-PODCAST_2347_0303.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0303.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0303.wav"
"40","336","MSP-PODCAST_2347_0305.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","D","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0305.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0305.wav"
"40","337","MSP-PODCAST_2347_0319.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0319.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0319.wav"
"40","338","MSP-PODCAST_2347_0331.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0331.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0331.wav"
"40","339","MSP-PODCAST_2347_0345.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0345.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0345.wav"
"40","340","MSP-PODCAST_2347_0366.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0366.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0366.wav"
"40","341","MSP-PODCAST_2347_0370.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0370.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0370.wav"
"40","342","MSP-PODCAST_2347_0376.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0376.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0376.wav"
"40","343","MSP-PODCAST_2347_0383.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0383.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0383.wav"
"40","344","MSP-PODCAST_2347_0385.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0385.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0385.wav"
"40","345","MSP-PODCAST_2347_0386.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0386.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0386.wav"
"40","346","MSP-PODCAST_2347_0387.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0387.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0387.wav"
"40","347","MSP-PODCAST_2347_0395.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0395.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0395.wav"
"40","348","MSP-PODCAST_2347_0398.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0398.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0398.wav"
"40","349","MSP-PODCAST_2347_0399.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0399.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0399.wav"
"40","350","MSP-PODCAST_2347_0401.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0401.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0401.wav"
"40","351","MSP-PODCAST_2347_0403.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0403.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0403.wav"
"40","352","MSP-PODCAST_2347_0409.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0409.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0409.wav"
"40","353","MSP-PODCAST_2347_0411.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0411.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0411.wav"
"40","354","MSP-PODCAST_2347_0415.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0415.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0415.wav"
"40","355","MSP-PODCAST_2347_0417.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0417.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0417.wav"
"40","356","MSP-PODCAST_2347_0431.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0431.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0431.wav"
"40","357","MSP-PODCAST_2347_0432.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0432.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0432.wav"
"40","358","MSP-PODCAST_2347_0433.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0433.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0433.wav"
"40","359","MSP-PODCAST_2347_0435.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0435.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0435.wav"
"40","360","MSP-PODCAST_2347_0439.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0439.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0439.wav"
"40","361","MSP-PODCAST_2347_0443.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0443.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0443.wav"
"40","362","MSP-PODCAST_2347_0446.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","D","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0446.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0446.wav"
"40","363","MSP-PODCAST_2347_0449.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0449.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0449.wav"
"40","364","MSP-PODCAST_2347_0450.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0450.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0450.wav"
"40","365","MSP-PODCAST_2347_0457.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0457.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0457.wav"
"40","366","MSP-PODCAST_2347_0458.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0458.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0458.wav"
"40","367","MSP-PODCAST_2347_0465.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0465.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0465.wav"
"40","368","MSP-PODCAST_2347_0497.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","S","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0497.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0497.wav"
"40","369","MSP-PODCAST_2347_0500.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0500.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0500.wav"
"40","370","MSP-PODCAST_2347_0502.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0502.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0502.wav"
"40","371","MSP-PODCAST_2347_0524.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0524.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0524.wav"
"40","372","MSP-PODCAST_2347_0530.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0530.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0530.wav"
"40","373","MSP-PODCAST_2347_0531.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0531.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0531.wav"
"40","374","MSP-PODCAST_2347_0542.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0542.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0542.wav"
"40","375","MSP-PODCAST_2347_0544.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0544.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0544.wav"
"40","376","MSP-PODCAST_2347_0576.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0576.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0576.wav"
"40","377","MSP-PODCAST_2347_0613.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0613.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0613.wav"
"40","378","MSP-PODCAST_2347_0616.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0616.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0616.wav"
"40","379","MSP-PODCAST_2347_0621.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0621.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0621.wav"
"40","380","MSP-PODCAST_2347_0623.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0623.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0623.wav"
"40","381","MSP-PODCAST_2347_0629.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0629.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0629.wav"
"40","382","MSP-PODCAST_2347_0636.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0636.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0636.wav"
"40","383","MSP-PODCAST_2347_0644.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0644.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0644.wav"
"40","384","MSP-PODCAST_2347_0672.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0672.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0672.wav"
"40","385","MSP-PODCAST_2347_0715.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","H","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0715.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0715.wav"
"40","386","MSP-PODCAST_2347_0719.wav","SOURCE_ZERO_LENGTH","0","NotContentIndexed","-1","A","210","Development","C:\Users\RD004\Box\知能情報処理システム研究室\音声\音声データベース\MSP_PODCAST\Audio\MSP-PODCAST_2347_0719.wav","C:\Users\RD004\Documents\lab\data\MSP_PODCAST\Audio\batch_040\MSP-PODCAST_2347_0719.wav"
