"RelativePath","Source","Destination","Size","SHA256","Reason"
"vad_downstream/__pycache__/train_parallel_emotion_vad.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-310.pyc","7152","A62BFFF9436DFCFEA77BE601A2A94BBAA08087FA2C1AB588044BE9298A7A5EC1","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_parallel_emotion_vad.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-311.pyc","13407","BA9AF20BB4BA81F0E931899A91698265E075ACD3EEBA49501856CEE4EE87EE79","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_parallel_emotion_vad.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-312.pyc","11928","485B74D1F14285DE90F34C242F4692F2DE5504E3737283BD4E0AFEC1B06092DC","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_parallel_emotion_vad.cpython-313.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-313.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_parallel_emotion_vad.cpython-313.pyc","11915","9D8F87BFDAD5D914238F52D71AC455AA7626B39EEE77AEC93FDCCC0C84C9EE9A","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad_emotion.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad_emotion.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad_emotion.cpython-310.pyc","6838","24D21E6A3D2E229F1060E0B222021BF1EC1029961E6B09DDA2E9ADAA083919B7","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad_emotion.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad_emotion.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad_emotion.cpython-311.pyc","13254","E5DE720EAC7631ED4ED9F76D0460EC794B605597AA5B396232DDAC603E7D08F2","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad_emotion.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad_emotion.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad_emotion.cpython-312.pyc","12101","7CFDBD0396668C3494A9F48A098533EC40256C9BFD7AF800589C6EBB4B27464F","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad_emotion.cpython-313.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad_emotion.cpython-313.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad_emotion.cpython-313.pyc","11584","85B89A936375B1797F256B51658264994BC9FD8BCE2A77A1E9C9CFEE6C1A8EC4","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad.cpython-310.pyc","7968","8BFAB2389F7C235ADF28267ACF46848772C2685989E5C2ABA2F0963418AC5A23","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad.cpython-311.pyc","15519","214B32E8C665592E8938308315B5BDFD2FFB5D302604113AEE192167B4CE3A89","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad.cpython-312.pyc","13334","9F483E8DB3C50EF1EB339C6F93843530499B47327158D29CB246F6ECDA1E1909","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/train_vad.cpython-313.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\train_vad.cpython-313.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\train_vad.cpython-313.pyc","13224","745B1045D714C8DCDE59AC818A537D9DBE3331A7BE01E9E29C45039A3F432643","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/training.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\training.cpython-310.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\training.cpython-310.pyc","3876","E0E2898AE6019FDEE1935FBD58AAC1E4842A13120A8CA8CAADDCC3A87F64821D","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/training.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\training.cpython-311.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\training.cpython-311.pyc","8384","A0EF199A2A71F1DA53FE0E2CAC4368AF60AF83E299ABFF1C7D5C8D4E96705071","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/__pycache__/training.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\__pycache__\training.cpython-312.pyc","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\__pycache__\training.cpython-312.pyc","7214","E906483917123C8AAE13E99F45E1D9054DD4CC845FDD4FE39C902698561A1663","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/.ipynb_checkpoints/experiment-checkpoint.ipynb","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\.ipynb_checkpoints\experiment-checkpoint.ipynb","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\.ipynb_checkpoints\experiment-checkpoint.ipynb","31156","56E8F36FE6EAB363DEFA3472574976EA0FD1C6E5AFF047BD64BCE6134EC2C05F","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/config/default.yaml","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\config\default.yaml","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\config\default.yaml","406","877F3C72488836AA099457A21BEF1D067FB3D3A9BED8480B0D2415268F0826FD","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/data.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\data.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\data.py","31125","243B660D43A32051F1198F4AFB7E2C55DE3A5B205C0D18DC42C53D75BBA58BF1","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/emotion_training.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\emotion_training.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\emotion_training.py","12958","EB43406AA0F1A7266DDC2456D1EAB2A541BCEEDCD080C28EB51A1A4B53E622A1","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/infer_parallel_emotion_vad.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\infer_parallel_emotion_vad.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\infer_parallel_emotion_vad.py","6596","AF355142E2D05E701E88E3FB0A3788EA337FDFCDDFB34034F37EC90A733F22DE","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/infer_vad_emotion.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\infer_vad_emotion.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\infer_vad_emotion.py","12180","2CC5A1C57EE0EDE5B1C26404B7CBB28E2BFE2259D6F706744791EB08D764B505","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/inference.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\inference.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\inference.py","11576","C15DBAAEE9154FE56E8F551DB602F87AAEAA9C76D23819F0CC53B19DD31F550E","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/loss.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\loss.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\loss.py","2086","CA4D57A25213A3DC2AAB634A9820C91B00DD9BBC0268CAACE8D07FB24D23A6E7","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/MODEL_ARCHITECTURES_JA.md","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\MODEL_ARCHITECTURES_JA.md","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\MODEL_ARCHITECTURES_JA.md","9765","17C79D0263D5FB9E8BF874C379C8DEC263346635E1498A1C261C3E21FC257479","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/model.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\model.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\model.py","14575","10FB380DA2027B5FDD3F99DB7C7171E7B773F2D43DD5B60D5CDC1E7C06C9CD63","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/notebook_pipeline.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\notebook_pipeline.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\notebook_pipeline.py","17913","04802F117191413AB9F4B4106BBE45A99AAFBF6FC3F5F8EA8EEF57C2DEBAE5C7","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/parallel_training.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\parallel_training.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\parallel_training.py","10859","C43FC2A81F57E2B03AB053A49ED6FC1B82C1BF4237177E02E84868687500BCA2","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/README.md","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\README.md","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\README.md","12729","ED21B9B8F7DAB19245AFCC9E684ADDD30991B1D54E29135764A5E6833D84764C","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/train_head.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\train_head.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\train_head.py","7959","1DBF1F039C8631898CE21C38FACD74EB1CC65F65A5B4BED91106EA3A64A23830","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/train_parallel_emotion_vad.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\train_parallel_emotion_vad.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\train_parallel_emotion_vad.py","10078","6BA605819FF870E6757934000EB0177A2FB90412AD82065AC3653CCA8DA40787","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/train_vad_emotion.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\train_vad_emotion.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\train_vad_emotion.py","10518","133E67430C9FCF0109EB5AA204AD0E849A181BE6035CFCB5EB56E627D13A13B8","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/train_vad.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\train_vad.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\train_vad.py","9964","08B3A1FC15D50EC5EBEADE5F09E9FB6C732C1721A29EF08F4AE307A27A84726F","Independent VAD package including Python bytecode and notebook autosaves"
"vad_downstream/training.py","C:\Users\RD004\Documents\lab\emotion2vec\vad_downstream\training.py","C:\Users\RD004\Documents\lab\emotion2vec_retired_2026-09-08\vad_downstream\training.py","5351","ADC9E8F7D766E544DB066CE8205162956D1E02BAEAB907E634356C52C63BD905","Independent VAD package including Python bytecode and notebook autosaves"
